Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price ,Total Traded Quantity,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TCS,EQ,05-Mar-24,4080.70,4062.00,4064.00,3980.00,4010.90,4012.10,4017.34,2070859.00,8319342582.80,152615.00,1347590.00,65.07
TCS,EQ,06-Mar-24,4012.10,3994.05,4072.00,3958.45,4058.00,4064.30,4012.65,1744204.00,6998878535.55,140908.00,894364.00,51.28
TCS,EQ,07-Mar-24,4064.30,4065.00,4124.00,4037.70,4105.00,4108.60,4099.00,2688905.00,11021820076.20,154179.00,1636303.00,60.85
TCS,EQ,11-Mar-24,4108.60,4089.00,4153.00,4089.00,4120.00,4122.35,4124.96,2304068.00,9504184843.45,188233.00,1510509.00,65.56
TCS,EQ,12-Mar-24,4122.35,4122.35,4229.95,4121.05,4194.55,4192.25,4198.28,4039801.00,16960233961.30,216551.00,1814985.00,44.93
TCS,EQ,13-Mar-24,4192.25,4205.00,4241.00,4131.90,4139.00,4149.00,4177.33,2837260.00,11852184104.80,208881.00,1655638.00,58.35
TCS,EQ,14-Mar-24,4149.00,4153.45,4225.00,4086.00,4207.75,4207.60,4166.30,2919608.00,12163965941.70,262125.00,1459709.00,50.00
TCS,EQ,15-Mar-24,4207.60,4192.60,4239.00,4177.00,4220.00,4219.25,4213.31,3373143.00,14212088365.25,176623.00,2128963.00,63.12
TCS,EQ,18-Mar-24,4219.25,4215.25,4254.75,4117.85,4144.25,4152.50,4196.78,1526904.00,6408084083.05,129335.00,808311.00,52.94
TCS,EQ,19-Mar-24,4152.50,4051.25,4058.00,3966.60,3971.00,3977.30,4022.55,8931209.00,35926206807.15,293529.00,3595481.00,40.26
TCS,EQ,20-Mar-24,3977.30,3986.00,4018.00,3960.20,3974.95,3970.90,3995.10,1817913.00,7262745848.35,134030.00,883011.00,48.57
TCS,EQ,21-Mar-24,3970.90,3990.05,4008.40,3948.00,3979.45,3972.95,3972.92,3829582.00,15214604392.05,227156.00,2407623.00,62.87
TCS,EQ,22-Mar-24,3972.95,3897.00,3938.00,3855.00,3909.00,3910.90,3903.24,5852485.00,22843670096.35,431155.00,3246731.00,55.48
TCS,EQ,26-Mar-24,3910.90,3875.00,3946.70,3871.45,3883.00,3877.50,3894.29,3440925.00,13399953628.95,176329.00,2522467.00,73.31
TCS,EQ,27-Mar-24,3877.50,3888.50,3895.00,3829.40,3854.15,3840.90,3861.60,1968575.00,7601845471.00,152258.00,1385664.00,70.39
TCS,EQ,28-Mar-24,3840.90,3850.10,3915.00,3840.50,3882.10,3876.30,3880.57,4311783.00,16732186615.05,242073.00,2346012.00,54.41
TCS,EQ,01-Apr-24,3876.30,3897.70,3933.30,3888.05,3924.00,3916.75,3905.77,1569676.00,6130799234.60,142337.00,1035605.00,65.98
TCS,EQ,02-Apr-24,3916.75,3890.00,3909.85,3873.00,3890.20,3883.80,3886.53,2142666.00,8327525479.35,152218.00,1649088.00,76.96
TCS,EQ,03-Apr-24,3883.80,3851.00,3981.00,3851.00,3950.05,3947.30,3940.47,3973090.00,15655836798.60,232561.00,2447069.00,61.59
TCS,EQ,04-Apr-24,3947.30,3975.90,4028.65,3935.25,4000.00,4003.30,3983.10,3394637.00,13521178797.20,196204.00,1581295.00,46.58
TCS,EQ,05-Apr-24,4003.30,3978.00,4002.00,3960.50,3983.00,3979.25,3983.17,1636819.00,6519723297.55,95801.00,1036981.00,63.35
TCS,EQ,08-Apr-24,3979.25,3983.00,4032.65,3960.00,3964.90,3972.55,4000.29,2302538.00,9210823451.50,145126.00,1649249.00,71.63
TCS,EQ,09-Apr-24,3972.55,3984.00,4015.85,3925.05,3948.75,3946.55,3967.73,1876992.00,7447401521.40,102114.00,1176639.00,62.69
TCS,EQ,10-Apr-24,3946.55,3956.40,3990.20,3918.00,3980.75,3984.65,3956.43,2101965.00,8316267625.30,108594.00,1344752.00,63.98
TCS,EQ,12-Apr-24,3984.65,3971.00,4013.35,3945.50,4003.80,4001.40,3990.61,4354821.00,17378376127.55,200517.00,2312553.00,53.10
TCS,EQ,15-Apr-24,4001.40,4001.40,4064.20,3919.05,3940.80,3941.20,3990.50,4200329.00,16761416762.10,245404.00,1465213.00,34.88
TCS,EQ,16-Apr-24,3941.20,3902.00,3928.70,3862.85,3875.95,3872.80,3888.73,3051420.00,11866147836.30,147341.00,2040122.00,66.86
TCS,EQ,18-Apr-24,3872.80,3876.80,3936.00,3850.00,3871.00,3862.00,3891.42,3476284.00,13527691591.60,191254.00,1760108.00,50.63
TCS,EQ,19-Apr-24,3862.00,3838.00,3852.55,3800.90,3822.15,3826.20,3827.74,2957749.00,11321504897.25,252913.00,1731769.00,58.55
TCS,EQ,22-Apr-24,3826.20,3837.00,3878.00,3812.00,3875.90,3864.60,3841.58,1728883.00,6641643736.05,99078.00,1148694.00,66.44
TCS,EQ,23-Apr-24,3864.60,3877.05,3895.00,3860.60,3875.00,3874.70,3877.69,1807586.00,7009250573.80,132941.00,1225651.00,67.81
TCS,EQ,24-Apr-24,3874.70,3890.00,3898.00,3824.45,3835.00,3831.05,3853.73,1317312.00,5076558245.00,113695.00,834223.00,63.33
TCS,EQ,25-Apr-24,3831.05,3811.20,3873.65,3811.00,3851.00,3852.20,3850.53,2856271.00,10998153736.80,211754.00,1534697.00,53.73
TCS,EQ,26-Apr-24,3852.20,3855.15,3876.80,3802.55,3823.45,3821.35,3838.36,2039178.00,7827090898.40,165343.00,1199318.00,58.81
TCS,EQ,29-Apr-24,3821.35,3838.00,3877.80,3819.20,3865.00,3870.20,3860.41,1110693.00,4287735190.85,109485.00,666831.00,60.04
TCS,EQ,30-Apr-24,3870.20,3872.00,3881.75,3810.00,3823.95,3820.65,3841.42,2203078.00,8462954749.45,144940.00,1628645.00,73.93
TCS,EQ,02-May-24,3820.65,3778.05,3871.10,3778.05,3865.00,3863.30,3846.89,2491044.00,9582766032.85,220245.00,1031270.00,41.40
TCS,EQ,03-May-24,3863.30,3890.15,3893.60,3797.60,3838.00,3843.40,3839.84,2962234.00,11374519156.95,193038.00,1531052.00,51.69
TCS,EQ,06-May-24,3843.40,3853.00,3939.95,3853.00,3922.20,3921.05,3917.99,2053831.00,8046888044.00,162185.00,1092024.00,53.17
TCS,EQ,07-May-24,3921.05,3930.80,3988.00,3913.50,3975.20,3978.95,3951.55,2062112.00,8148536133.15,128480.00,1274679.00,61.81
TCS,EQ,08-May-24,3978.95,3961.00,3984.30,3938.60,3968.10,3976.95,3968.11,1247685.00,4950948533.20,110637.00,780055.00,62.52
TCS,EQ,09-May-24,3976.95,3962.00,3971.00,3910.05,3956.00,3960.20,3948.51,1726486.00,6817049440.40,156265.00,786275.00,45.54
TCS,EQ,10-May-24,3960.20,3962.60,3973.60,3885.05,3895.00,3893.90,3914.05,1672489.00,6546206693.50,142144.00,833333.00,49.83
TCS,EQ,13-May-24,3893.90,3884.50,3955.00,3870.00,3947.00,3947.80,3923.12,931326.00,3653700402.95,96702.00,476483.00,51.16
TCS,EQ,14-May-24,3947.80,3936.00,3945.80,3892.90,3902.00,3901.20,3916.22,1058317.00,4144602576.75,96233.00,601739.00,56.86
TCS,EQ,15-May-24,3901.20,3904.50,3926.95,3875.50,3882.70,3880.40,3891.38,1115021.00,4338965538.50,88516.00,692445.00,62.10
TCS,EQ,16-May-24,3880.40,3891.10,3909.50,3843.50,3892.00,3900.95,3882.17,2599399.00,10091300479.85,187465.00,1051041.00,40.43
TCS,EQ,17-May-24,3900.95,3919.00,3920.00,3830.00,3839.00,3834.10,3866.19,2765804.00,10693118517.05,197919.00,1821715.00,65.87
TCS,EQ,18-May-24,3834.10,3847.00,3861.90,3840.00,3853.35,3851.45,3849.42,91066.00,350551405.70,7224.00,44715.00,49.10
TCS,EQ,21-May-24,3851.45,3830.60,3844.75,3810.05,3825.00,3820.20,3820.18,1908117.00,7289343660.90,200205.00,1288624.00,67.53
TCS,EQ,22-May-24,3820.20,3835.00,3841.25,3817.55,3831.50,3832.00,3830.73,1311168.00,5022730247.75,101531.00,805048.00,61.40
TCS,EQ,23-May-24,3832.00,3840.95,3905.00,3825.50,3899.00,3893.45,3871.28,2095742.00,8113203579.00,131534.00,938015.00,44.76
TCS,EQ,24-May-24,3893.45,3878.25,3883.80,3844.30,3850.95,3849.50,3857.62,1309452.00,5051369874.45,88592.00,762209.00,58.21
TCS,EQ,27-May-24,3849.50,3855.00,3908.35,3841.35,3847.65,3847.05,3879.60,1841538.00,7144426662.95,160642.00,1143209.00,62.08
TCS,EQ,28-May-24,3847.05,3858.00,3870.00,3830.00,3836.90,3839.90,3853.34,1801993.00,6943692168.50,123639.00,1251465.00,69.45
TCS,EQ,29-May-24,3839.90,3848.90,3848.90,3800.00,3803.00,3803.65,3817.18,1568095.00,5985700080.40,118150.00,1116629.00,71.21
TCS,EQ,30-May-24,3803.65,3777.00,3794.40,3715.45,3739.00,3736.10,3747.95,2919230.00,10941116841.40,186630.00,1998660.00,68.47
TCS,EQ,31-May-24,3736.10,3740.00,3749.80,3653.75,3698.00,3670.95,3684.36,10956800.00,40368844653.20,323000.00,8218394.00,75.01
TCS,EQ,03-Jun-24,3670.95,3732.80,3751.55,3696.00,3706.00,3702.85,3713.72,2156773.00,8009653406.45,203491.00,1485357.00,68.87
TCS,EQ,04-Jun-24,3702.85,3700.00,3745.00,3591.50,3732.55,3715.00,3694.29,3395997.00,12545796705.45,274839.00,1875330.00,55.22
TCS,EQ,05-Jun-24,3715.00,3716.00,3783.80,3700.00,3755.10,3746.45,3747.69,2799670.00,10492304940.65,205741.00,1753337.00,62.63
TCS,EQ,06-Jun-24,3746.45,3781.00,3839.90,3741.50,3836.00,3830.40,3796.58,4328036.00,16431736429.50,281068.00,2354986.00,54.41
TCS,EQ,07-Jun-24,3830.40,3837.30,3915.00,3837.30,3888.55,3893.95,3891.54,4552445.00,17716023957.40,277984.00,2356808.00,51.77
TCS,EQ,10-Jun-24,3893.95,3895.00,3905.90,3841.90,3859.00,3858.70,3864.83,1734661.00,6704174826.45,117061.00,1087215.00,62.68
TCS,EQ,11-Jun-24,3858.70,3845.00,3879.95,3841.00,3855.65,3852.10,3860.66,1419898.00,5481742091.60,94929.00,968128.00,68.18
TCS,EQ,12-Jun-24,3852.10,3874.40,3893.50,3827.45,3837.00,3831.65,3853.40,2177001.00,8388848726.55,142302.00,1598098.00,73.41
TCS,EQ,13-Jun-24,3831.65,3856.80,3890.00,3852.00,3873.00,3878.15,3872.82,1932323.00,7483532564.55,128094.00,1160787.00,60.07
TCS,EQ,14-Jun-24,3878.15,3889.00,3889.00,3828.00,3833.00,3832.05,3842.00,1860730.00,7148928964.95,133590.00,1101634.00,59.20
TCS,EQ,18-Jun-24,3832.05,3826.05,3842.00,3795.05,3819.00,3815.10,3819.14,1774045.00,6775333799.50,126236.00,1106791.00,62.39
TCS,EQ,19-Jun-24,3815.10,3827.65,3833.85,3792.95,3801.00,3801.70,3806.93,1509050.00,5744844872.30,111353.00,981626.00,65.05
TCS,EQ,20-Jun-24,3801.70,3796.00,3809.95,3780.05,3789.85,3787.25,3791.92,2846526.00,10793810411.95,226469.00,1713903.00,60.21
TCS,EQ,21-Jun-24,3787.25,3827.00,3877.80,3798.05,3802.00,3810.75,3827.86,4642195.00,17769672677.30,206639.00,2264402.00,48.78
TCS,EQ,24-Jun-24,3810.75,3808.75,3857.00,3791.30,3815.00,3816.80,3834.36,1702154.00,6526663734.20,115165.00,1073981.00,63.10
TCS,EQ,25-Jun-24,3816.80,3817.00,3847.65,3792.90,3840.00,3838.45,3822.40,1338808.00,5117458194.40,140971.00,926061.00,69.17
TCS,EQ,26-Jun-24,3838.45,3844.50,3866.95,3841.00,3853.30,3855.85,3856.13,1639845.00,6323455478.65,159513.00,1131357.00,68.99
TCS,EQ,27-Jun-24,3855.85,3831.00,3942.00,3818.10,3928.00,3934.15,3897.23,4526556.00,17641007616.50,308765.00,2362282.00,52.19
